Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Longitude,Approximate Volume Released (m³),Substance,Release Type,Significant,Year,Occurrence Date,Discovered Date,Detailed immediate cause,Immediate cause category,Detailed basic cause,Basic cause category,Duration of interruption of pipeline operations,Pipeline or Facility Type,Activity being performed at time of incident,How the incident was discovered,Closed Date,Pipeline or facility equipment involved,Rupture,Incident type,Released substance type,Released volume (m3),Pipe body release,Residual effects on the environment,Source of Explosion,Source of Fire,Activity at time of fatality,Number of fatalities,Type of Injury,Number of individuals injured,Workdays lost,Work restricted by injury,Conditions that resulted in the operation beyond  limits,Conditions that resulted in adverse effects on the environment,Number of people evacuated,Regulation,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Substance carried,Facility Name,Facility Type,Facility latitude,Facility longitude,Country,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Land Use,Population Density,Kilometre post,Emergency Level,Investigation Type,Was NEB Staff Deployed,Related NEB event number,Equipment or component involved,Design standard,Nominal pipe size,Material,Material grade,Schedule,Design wall thickness (mm),Custom design wall thickness (mm),Actual wall thickness (mm),Licensed maximum operating pressure (kPa),Restricted operating pressure (kPa),Actual operating pressure at time of failure (kPa),Designed depth of cover (m),Actual depth of cover (m),Year of manufacture,Year of installation,Year when put into service,Most recent cathodic protection reading at incident site (mV vs. Cu/CuSO4),Weld type ,Seam type,Seam joining method,Seam clock position,Coating location,Coating type,Coating condition,Application method,Year when the coating was applied,Insulation installed,Repair type,Repair date,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program
INC2015-050,Release of Substance,5/9/2015,Salisbury,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,46.16167,-65.34959,10374,Natural Gas - Sweet,Gas,No,2015,2014/05/08 07:00:00 AM Atlantic,2015/05/09 11:10:00 AM Atlantic,"Damage or deterioration mechanism,Equipment,Ancillary Equipment (See CSA Annex H, Pipeline Failure Records)",Equipment Failure,"Job or system factors,Excessive wear and tear,Improper extension of service life",Maintenance,No pipeline interruption,Transmission,Operation,SCADA,48:53.5,Yes,No,Release of Substance,Natural Gas - Sweet,10374,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,Mainline,"863.60000000, 762.00000000",574.8807991,Natural Gas,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Forests,10 or fewer dwelling units per km,344,Level I,Category A,No,NULL,"Station/Facility,Metering,Receiving,Valve,Pressure relief,Spring",CSA Z662-07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2006,2007,2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,5/23/2014,Visual,Yes,Yes,NULL,NULL,No
INC2015-051,Release of Substance,5/9/2015,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.146,-120.671,262,Butane,Gas,Yes,2015,2015/05/09 02:25:00 PM Pacific,2015/05/09 02:25:00 PM Pacific,"Substandard Conditions,Defective tools, equipment or materials",Operating Conditions,"Personal factors,Lack of knowledge,Inadequate initial training;Job or system factors,Inadequate engineering,Inadequate evaluation of changes;Job or system factors,Inadequate maintenance,Inadequate preventive,Lubrication and servicing;Job or system factors,Inadequate work standards,Inadequate development of standards,Procedures or practices or rules","Engineering and Planning, Individual Factors, Maintenance, Standards and Procedures",No pipeline interruption,Processing,Operation,Employee / Contractor (Other),05:20.6,No,No,Release of Substance,Butane,262,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,350,PPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Developed Land - Industrial,46 or more dwelling units per km,NULL,Level II,Category B,Yes,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2015-052,Fire,5/9/2015,Rosetown,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.586,-107.959,Not Applicable,Not Applicable,Not Applicable,No,2015,2015/05/09 05:38:00 PM Mountain,2015/05/09 05:38:00 PM Mountain,"Substandard Acts,Failure to identify hazard or risk",Incorrect Operation,"Personal factors,Lack of knowledge,Unspecified",Individual Factors,No pipeline interruption,Transmission,Operation,3rd Party / Other Company,37:46.0,No,No,Fire,NULL,NULL,NULL,No,NULL,Other Event (Nature or 3rd Party),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,Line 1,"508.00000000, 864.00000000",1255.999121,Crude Oil,NULL,NULL,NULL,NULL,Canada,No,Yes,Yes,No,Agricultural Cropland,10 or fewer dwelling units per km,Between kilometre post 444.2 and 445.8,Level II,Category B,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2015-053,Fire,5/11/2015,Glenboro Manitoba,Manitoba,Enbridge Pipelines Inc.,Submitted,49.538348,-99.289286,Not Applicable,Not Applicable,Not Applicable,No,2015,2015/05/08 09:20:00 AM Central,2015/05/08 09:20:00 AM Central,"Substandard Conditions,Defective tools, equipment or materials",Operating Conditions,"Job or system factors,Inadequate work standards,Inadequate development of standards,Procedures or practices or rules",Standards and Procedures,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Other),NULL,No,No,Fire,NULL,NULL,NULL,No,NULL,Equipment & Electrical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,Line 4,"1219.00000000, 914.00000000, 864.00000000",1248.909872,Crude Oil,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units per km,685.55,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2015-054,Release of Substance,5/11/2015,"Quesnel, BC",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,52.640194,-122.447333,1,Natural Gas - Sweet,Gas,No,2015,2015/05/10 11:37:00 AM Pacific,2015/05/10 11:37:00 AM Pacific,"Damage or deterioration mechanism,Equipment,Gasket/O-ring",Equipment Failure,"Job or system factors,Excessive wear and tear,Inadequate inspection and/or monitoring",Maintenance,No pipeline interruption,Transmission,Operation,Public,43:24.8,Yes,No,Release of Substance,Natural Gas - Sweet,1,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,"SPECTRA - 36"" LOOP","762.00000000, 508.00000000, 914.40000000",1105.13785,Natural Gas,NULL,Meter,NULL,NULL,Canada,No,No,Yes,No,Forests,10 or fewer dwelling units per km,NULL,Level I,Category A,No,NULL,"Pipeline,Flange,Gasket/O-ring;Pipeline,Fitting,Cap,Thread",NULL,36,Carbon Steel,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2015-055,Release of Substance,5/12/2015,Dryden,Ontario,TransCanada PipeLines Limited,Submitted,49.78942,-92.76552,0.1,Natural Gas - Sweet,Gas,No,2015,2015/05/11 10:30:00 AM Mountain,2015/05/11 10:30:00 AM Mountain,"Damage or deterioration mechanism,Cracking,Fatigue;Substandard Acts,Failure to identify hazard or risk","Cracking , Incorrect Operation","Job or system factors,Inadequate engineering,Inadequate evaluation of changes",Engineering and Planning,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Other),NULL,No,No,Release of Substance,Natural Gas - Sweet,0.1,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,STN 55 - DRYDEN,NULL,49.78941703,-92.76551503,Canada,Yes,No,No,No,Developed Land - Industrial,More than 10 but fewer than 46 dwelling units per km,NULL,Level I,Category A,No,"INC2015-031, INC2015-036, INC2015-049","Station/Facility,Compression,Valve,Check,Other (please explain)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,5/11/2015,Visual,No,Yes,NULL,NULL,No
INC2015-056,Release of Substance,5/12/2015,"Medicine Hat, Alberta",Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,50.16626,-110.59318,0.1,Natural Gas - Sweet,Gas,Yes,2015,2015/05/11 11:00:00 PM Mountain,2015/05/11 11:00:00 PM Mountain,,To be determined,,To be determined,Short-term interruption,Transmission,Operation,SCADA,NULL,No,Yes,Release of Substance,Natural Gas - Sweet,0.1,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,SUFFIELD LATERAL - NPS 12,323.9,63.37841961,Natural Gas,NULL,NULL,NULL,NULL,Canada,No,No,Yes,Yes,Agricultural Cropland,10 or fewer dwelling units per km,N/A,Level II,Category B,Yes,OM2015-204,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2015-057,Fire,5/13/2015,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.537622,-113.368289,Not Applicable,Not Applicable,Not Applicable,No,2015,2015/05/12 01:50:00 PM Mountain,2015/05/12 01:50:00 PM Mountain,"Substandard Conditions,Inadequate or improper protective equipment",Operating Conditions,"Job or system factors,Inadequate leadership and/or supervision,Inadequate work planning or programming;Job or system factors,Inadequate leadership and/or supervision,Inadequate performance measurement and evaluation",Leadership and Communication,No pipeline interruption,Transmission,Construction,Employee / Contractor (Other),11:27.0,No,No,Fire,NULL,NULL,NULL,No,NULL,Welding or Cutting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,Edmonton Terminal South,NULL,NULL,NULL,Canada,No,No,Yes,Yes,Tundra / Native Prairie / Parks,10 or fewer dwelling units per km,0,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2015-058,Operation Beyond Design Limits,5/13/2015,Edmonton,Alberta,Enbridge Pipelines Inc.,Submitted,53.551922,-113.351563,Not Applicable,Not Applicable,Not Applicable,No,2015,2015/05/13 09:17:00 AM Mountain,2015/05/13 09:17:00 AM Mountain,"Substandard Conditions,Inadequate or improper protective equipment;Substandard Conditions,Inadequate preparation or planning",Operating Conditions,"Job or system factors,Inadequate engineering,Inadequate standards, specifications and/or design criteria;Job or system factors,Inadequate engineering,Inadequate monitoring of construction;Job or system factors,Inadequate work standards,Inadequate development of standards,Procedures or practices or rules","Engineering and Planning, Standards and Procedures",No pipeline interruption,Transmission,Maintenance,SCADA,NULL,No,No,Operation Beyond Design Limits,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Over Pressure,NULL,0,OPR,NULL,NULL,NULL,NULL,Edmonton,NULL,NULL,NULL,Canada,Yes,No,No,No,Developed Land - Industrial,46 or more dwelling units per km,0,Level I,Category A,No,INC2015-038,,NULL,36,Carbon Steel,241 - B,20,9.5 mm = 0.375 in,NULL,NULL,1896,NULL,2137,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2015-059,Fire,5/20/2015,Burnaby BC,British Columbia,Trans Mountain Pipeline ULC,Closed,49.29045,-122.95047,Not Applicable,Not Applicable,Not Applicable,No,2015,2015/05/20 08:45:00 AM Pacific,2015/05/20 08:45:00 AM Pacific,"Substandard Conditions,Defective tools, equipment or materials;Substandard Conditions,Inadequate warning system",Operating Conditions,"Job or system factors,Inadequate maintenance,Inadequate preventive,Lubrication and servicing",Maintenance,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Other),30:46.6,No,No,Fire,NULL,NULL,NULL,No,NULL,Equipment & Electrical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,Westridge Delivery Line,610,3.68992897,Crude Oil,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units per km,NULL,Level I,Category A,No,NULL,"Pipeline,Auxiliary device(s) (please explain)",This section is not applicable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2015-060,Release of Substance,5/22/2015,"Nipigon, Ontario",Ontario,TransCanada PipeLines Limited,Submitted,49.29537,-88.10128,2,Lube Oil,Liquid,No,2015,2015/05/18 05:51:00 AM Mountain,2015/05/18 06:45:00 AM Mountain,"Damage or deterioration mechanism,Cracking,Fatigue",Cracking ,"Job or system factors,Inadequate engineering,Inadequate evaluation of changes",Engineering and Planning,No pipeline interruption,Transmission,Operation,Employee / Contractor (Other),NULL,Yes,No,Release of Substance,Lube Oil,2,No,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,STN 75 - NIPIGON,NULL,49.29537352,-88.10128251,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units per km,MLV 75,Level I,Category A,No,NULL,"Pipeline,Fitting,Nipple,Thread",NULL,2-Jan,Carbon Steel,NULL,160,NULL,NULL,NULL,8274,NULL,7584,NULL,NULL,NULL,1994,1994,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,5/8/2015,Visual,Yes,Yes,NULL,NULL,No
INC2015-061,Fire,5/22/2015,Hardisty,Alberta,Enbridge Pipelines Inc.,Closed,52.63188,-111.282521,Not Applicable,Not Applicable,Not Applicable,No,2015,2015/05/21 03:00:00 PM Mountain,2015/05/21 03:05:00 PM Mountain,"Substandard Conditions,Inadequate or improper protective equipment",Operating Conditions,"Personal factors,Mental or psychological stress,Routine, monotony, demand for uneventful vigilance;Job or system factors,Inadequate leadership and/or supervision,Inadequate work planning or programming","Individual Factors, Leadership and Communication",No pipeline interruption,Transmission,Construction,Employee / Contractor (Other),27:59.0,No,No,Fire,NULL,NULL,NULL,No,NULL,Welding or Cutting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,HARDISTY TERMINAL PIPING - LINE 67,914,0.12071388,Crude Oil,NULL,Valve,NULL,NULL,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units per km,0,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2015-062,Fire,5/25/2015,Regina,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.483487,-104.587856,Not Applicable,Not Applicable,Not Applicable,No,2015,2015/05/22 11:20:00 PM Mountain,2015/05/22 11:20:00 PM Mountain,"Substandard Acts,Failure to identify hazard or risk",Incorrect Operation,"Personal factors,Improper motivation,Improper attempt to save time or effort",Individual Factors,No pipeline interruption,Transmission,Construction,Employee / Contractor (Other),31:50.6,No,No,Fire,NULL,NULL,NULL,No,NULL,Welding or Cutting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,REGINA TERMINAL,NULL,NULL,NULL,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units per km,0,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2015-063,Release of Substance,5/25/2015,Dawson Creek,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.79306,-120.52312,2,Propane,Gas,No,2015,2015/05/25 01:30:00 PM Pacific,2015/05/25 01:30:00 PM Pacific,"Substandard Conditions,Defective tools, equipment or materials",Operating Conditions,"Job or system factors,Inadequate engineering,Inadequate monitoring of construction",Engineering and Planning,No pipeline interruption,Processing,Operation,Control System,53:16.6,Yes,No,Release of Substance,Propane,2,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,PPR,NULL,NULL,NULL,NULL,DAWSON PROCESSING PLANT,NULL,55.79305809,-120.5231165,Canada,Yes,No,No,No,Agricultural Cropland,10 or fewer dwelling units per km,NULL,Level I,Category A,No,NULL,"Processing Plant,Natural gas liquids (NGL) recovery;Pipeline,Valve,Pressure relief,Spring",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2015-064,Release of Substance,5/26/2015,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,56.145,-120.67,41,Contaminated Water,Miscellaneous,No,2015,2015/05/26 07:00:00 AM Pacific,2015/05/26 07:00:00 AM Pacific,"Damage or deterioration mechanism,External Interference,Company Employee;Substandard Acts,Failure to identify hazard or risk;Substandard Conditions,Defective tools, equipment or materials","External Interference, Incorrect Operation, Operating Conditions","Job or system factors,Inadequate engineering,Inadequate evaluation of changes;Job or system factors,Inadequate communications,Inadequate communication between work groups ;Personal factors,Abuse or misuse,Improper conduct that is not condoned,Unintentional","Engineering and Planning, Individual Factors, Leadership and Communication",No pipeline interruption,Processing,Operation,Employee / Contractor (Other),NULL,No,No,Release of Substance,Contaminated Water,41,No,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,PPR,"30"" Fort St. John Mainline",NULL,NULL,NULL,762 mm OD FSJ Mainline Pigging Barrel - Sending,NULL,NULL,NULL,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units per km,0,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2015-070,Release of Substance,6/18/2015,"Regina, Saskatchewan",Saskatchewan,Alliance Pipeline Ltd.,Closed,50.2520045,-104.408497,1,Natural Gas - Sweet,Gas,No,2015,2015/06/16 08:00:00 AM Mountain,2015/06/16 08:00:00 AM Mountain,"Substandard Conditions,Inadequate instructions or procedures",Operating Conditions,"Job or system factors,Inadequate engineering,Inadequate assessment of operational readiness;Job or system factors,Inadequate engineering,Inadequate or improper controls",Engineering and Planning,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Other),38:38.1,Yes,No,Release of Substance,Natural Gas - Sweet,1,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,MAINLINE,"914.00000000, 1067.00000000",1551.609274,Natural Gas,ESTLIN,NULL,NULL,NULL,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units per km,1306.81,Level I,Category A,No,NULL,"Station/Facility,Compression,Valve,Ball,Ball;Station/Facility,Compression,Valve,Pressure relief,Other (please explain)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2015-071,Release of Substance,6/19/2015,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14630285,-120.6691693,2,Waste Oil,Liquid,No,2015,2015/06/15 11:00:00 AM Mountain,2015/06/17 10:00:00 AM Mountain,"Damage or deterioration mechanism,Material Loss,External Material Loss;Substandard Conditions,Defective tools, equipment or materials","External Corrosion , Operating Conditions","Job or system factors,Inadequate engineering,Inadequate monitoring of construction",Engineering and Planning,No pipeline interruption,Processing,Operation,Employee / Contractor (Other),29:09.0,Yes,No,Release of Substance,Waste Oil,2,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,PPR,NULL,NULL,NULL,NULL,McMahon Gas Plant (McMahon),NULL,56.14630285,-120.6691693,Canada,Yes,No,No,No,Developed Land - Industrial,More than 10 but fewer than 46 dwelling units per km,NULL,Level I,Category A,No,INC2015-110,"Station/Facility,Compression,Piping,Body",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2015-073,Release of Substance,6/27/2015,Hardisty,Alberta,Express Pipeline Ltd.,Closed,52.63471,-111.2641,16,Crude Oil - Sweet,Liquid,No,2015,2015/06/27 09:30:00 AM Mountain,2015/06/27 09:30:00 AM Mountain,"Substandard Conditions,Weather Related,Temperature Extremes;Substandard Conditions,Inadequate instructions or procedures",Operating Conditions,"Personal factors,Lack of knowledge,Lack of experience;Personal factors,Lack of skill,Lack of coaching;Job or system factors,Inadequate maintenance,Inadequate preventive,Adjustment or assembly;Job or system factors,Inadequate maintenance,Inadequate reparative,Part substitution","Individual Factors, Maintenance",Short-term interruption,Transmission,Operation,3rd Party / Other Company,07:13.1,No,No,Release of Substance,Crude Oil - Sweet,16,No,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,HARDISTY,NULL,NULL,NULL,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units per km,NULL,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2015-074,Release of Substance,7/1/2015,"Chetwynd, BC",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,55.572,-121.944,526,Natural Gas - Sour,Gas,No,2015,2015/07/01 10:12:00 AM Pacific,2015/07/01 10:12:00 AM Pacific,"Damage or deterioration mechanism,Construction,Overbending",Material Defect,"Job or system factors,Inadequate tools and equipment,Inadequate standards or specifications",Tools and Equipment,No pipeline interruption,Processing,Operation,Employee / Contractor (Other),NULL,Yes,No,Release of Substance,Natural Gas - Sour,526,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,PPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Forests,10 or fewer dwelling units per km,NULL,Level I,Category A,No,NULL,"Station/Facility,Pigging,Launching,Auxiliary device(s) (please explain)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
