Case,Region,Variable_French,Type,Year,Value
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2033,37.462
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2034,42.4124
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2035,47.3605
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2036,52.3065
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2037,57.242
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2038,62.1433
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2039,67.0173
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2040,71.8671
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2005,0
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2006,0
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2007,0
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2008,0
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2009,0
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2010,0
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2011,0
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2012,0
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2013,0
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2014,0
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2015,0
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2016,0
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2017,0
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2018,0
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2019,0
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2020,0
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2021,0.3
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2022,0.6
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2023,0.9
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2024,1.2
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2025,1.5
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2026,2.4
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2027,3.3
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2028,4.2
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2029,5.1
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2030,6
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2031,8.1
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2032,10.2
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2033,12.3
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2034,14.4
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2035,16.5
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2036,19.2
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2037,21.9
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2038,24.6
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2039,27.3
Avancées technologiques,Île-du-Prince-Édouard,Solaire,Combustible Principal,2040,49.489
Avancées technologiques,Québec,Solaire,Combustible Principal,2005,0
Avancées technologiques,Québec,Solaire,Combustible Principal,2006,0
Avancées technologiques,Québec,Solaire,Combustible Principal,2007,0
Avancées technologiques,Québec,Solaire,Combustible Principal,2008,0
Avancées technologiques,Québec,Solaire,Combustible Principal,2009,0
Avancées technologiques,Québec,Solaire,Combustible Principal,2010,0
Avancées technologiques,Québec,Solaire,Combustible Principal,2011,0
Avancées technologiques,Québec,Solaire,Combustible Principal,2012,0
Avancées technologiques,Québec,Solaire,Combustible Principal,2013,0.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2014,0.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2015,0.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2016,0.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2017,0.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2018,0.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2019,0.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2020,20.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2021,25.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2022,30.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2023,35.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2024,45.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2025,50.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2026,65.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2027,80.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2028,95.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2029,110.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2030,125.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2031,160.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2032,195.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2033,230.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2034,265.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2035,300.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2036,345.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2037,390.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2038,435.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2039,480.297
Avancées technologiques,Québec,Solaire,Combustible Principal,2040,525.297
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2005,0
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2006,0
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2007,0
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2008,0
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2009,0
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2010,0
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2011,0
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2012,0
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2013,0
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2014,4
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2015,4
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2016,1.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2017,1.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2018,1.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2019,21.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2020,41.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2021,76.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2022,106.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2023,121.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2024,136.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2025,151.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2026,196.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2027,256.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2028,301.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2029,346.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2030,391.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2031,496.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2032,616.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2033,721.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2034,826.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2035,931.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2036,1066.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2037,1216.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2038,1351.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2039,1486.719
Avancées technologiques,Saskatchewan,Solaire,Combustible Principal,2040,1621.719
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2005,0
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2006,0
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2007,0
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2008,0
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2009,0
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2010,0
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2011,0
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2012,0
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2013,0.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2014,0.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2015,0.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2016,0.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2017,0.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2018,0.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2019,0.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2020,0.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2021,1.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2022,2.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2023,3.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2024,4.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2025,5.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2026,8.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2027,11.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2028,14.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2029,17.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2030,20.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2031,27.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2032,34.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2033,41.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2034,48.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2035,55.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2036,64.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2037,73.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2038,82.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2039,91.044
Avancées technologiques,Yukon ,Solaire,Combustible Principal,2040,100.044
Prix élevés,Canada,Uranium,Combustible Principal,2005,12805
Prix élevés,Canada,Uranium,Combustible Principal,2006,13345
Prix élevés,Canada,Uranium,Combustible Principal,2007,13345
Prix élevés,Canada,Uranium,Combustible Principal,2008,13345
Prix élevés,Canada,Uranium,Combustible Principal,2009,13345
Prix élevés,Canada,Uranium,Combustible Principal,2010,13345
Prix élevés,Canada,Uranium,Combustible Principal,2011,13345
Prix élevés,Canada,Uranium,Combustible Principal,2012,13345
Prix élevés,Canada,Uranium,Combustible Principal,2013,14345
Prix élevés,Canada,Uranium,Combustible Principal,2014,14273
Prix élevés,Canada,Uranium,Combustible Principal,2015,14273
Prix élevés,Canada,Uranium,Combustible Principal,2016,14273
Prix élevés,Canada,Uranium,Combustible Principal,2017,13338
Prix élevés,Canada,Uranium,Combustible Principal,2018,13338
Prix élevés,Canada,Uranium,Combustible Principal,2019,13338
Prix élevés,Canada,Uranium,Combustible Principal,2020,12513
Prix élevés,Canada,Uranium,Combustible Principal,2021,12513
Prix élevés,Canada,Uranium,Combustible Principal,2022,10498
Prix élevés,Canada,Uranium,Combustible Principal,2023,9673
Prix élevés,Canada,Uranium,Combustible Principal,2024,10498
Prix élevés,Canada,Uranium,Combustible Principal,2025,8451
Prix élevés,Canada,Uranium,Combustible Principal,2026,9386
Prix élevés,Canada,Uranium,Combustible Principal,2027,9389
Prix élevés,Canada,Uranium,Combustible Principal,2028,10229
Prix élevés,Canada,Uranium,Combustible Principal,2029,9407
Prix élevés,Canada,Uranium,Combustible Principal,2030,10247
Prix élevés,Canada,Uranium,Combustible Principal,2031,9425
Prix élevés,Canada,Uranium,Combustible Principal,2032,10265
Prix élevés,Canada,Uranium,Combustible Principal,2033,10265
Prix élevés,Canada,Uranium,Combustible Principal,2034,11105
Prix élevés,Canada,Uranium,Combustible Principal,2035,11105
Prix élevés,Canada,Uranium,Combustible Principal,2036,11105
Prix élevés,Canada,Uranium,Combustible Principal,2037,11105
Prix élevés,Canada,Uranium,Combustible Principal,2038,11105
Prix élevés,Canada,Uranium,Combustible Principal,2039,11105
Prix élevés,Canada,Uranium,Combustible Principal,2040,11105
Prix élevés,Ontario,Uranium,Combustible Principal,2005,11450
Prix élevés,Ontario,Uranium,Combustible Principal,2006,11990
Prix élevés,Ontario,Uranium,Combustible Principal,2007,11990
Prix élevés,Ontario,Uranium,Combustible Principal,2008,11990
Prix élevés,Ontario,Uranium,Combustible Principal,2009,11990
Prix élevés,Ontario,Uranium,Combustible Principal,2010,11990
Prix élevés,Ontario,Uranium,Combustible Principal,2011,11990
Prix élevés,Ontario,Uranium,Combustible Principal,2012,11990
Prix élevés,Ontario,Uranium,Combustible Principal,2013,13640
Prix élevés,Ontario,Uranium,Combustible Principal,2014,13568
Prix élevés,Ontario,Uranium,Combustible Principal,2015,13568
Prix élevés,Ontario,Uranium,Combustible Principal,2016,13568
Prix élevés,Ontario,Uranium,Combustible Principal,2017,12633
Prix élevés,Ontario,Uranium,Combustible Principal,2018,12633
