Sector,Case,Region,Variable_English,Year,Value,Sector2
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2008,48.6559,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2009,47.0253,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2010,44.7447,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2011,47.337,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2012,46.0614,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2013,44.8764,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2014,46.4458,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2015,48.3823,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2016,47.4253,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2017,47.5066,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2018,47.5969,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2019,47.4423,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2020,47.2403,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2021,47.0583,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2022,46.7987,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2023,46.8015,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2024,46.6042,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2025,46.2648,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2026,45.9292,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2027,45.6494,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2028,45.2495,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2029,45.0357,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2030,44.8418,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2031,44.6356,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2032,44.4825,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2033,44.4048,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2034,44.2937,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2035,44.1813,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2036,44.0559,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2037,43.9141,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2038,43.76,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2039,43.5843,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2040,43.3948,Less Electricity Secondary Demand
Primary Demand,Technology,New Brunswick,Total,2005,366.6543,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2006,376.1176,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2007,379.6216,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2008,340.9251,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2009,320.6835,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2010,331.5116,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2011,354.4967,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2012,330.8429,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2013,339.9888,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2014,314.7753,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2015,292.4614,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2016,327.6495,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2017,286.9843,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2018,287.3619,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2019,263.4801,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2020,262.2101,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2021,260.6186,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2022,249.619,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2023,245.4802,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2024,243.259,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2025,240.7286,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2026,238.1928,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2027,220.7099,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2028,217.3656,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2029,215.6104,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2030,216.018,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2031,213.1418,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2032,211.5436,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2033,209.8938,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2034,208.184,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2035,206.5003,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2036,204.8969,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2037,203.1905,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2038,201.4291,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2039,199.6665,Primary Demand
Primary Demand,Technology,New Brunswick,Total,2040,194.1275,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2005,29.0076,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2006,31.579,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2007,32.33,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2008,51.6009,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2009,33.845,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2010,37.1453,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2011,41.2919,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2012,41.3069,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2013,44.7513,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2014,40.09,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2015,39.1048,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2016,36.833,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2017,36.304,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2018,36.638,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2019,36.3802,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2020,36.317,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2021,36.3484,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2022,36.4555,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2023,36.4734,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2024,36.3937,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2025,36.2529,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2026,36.1701,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2027,19.9635,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2028,19.4007,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2029,19.207,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2030,18.998,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2031,18.7624,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2032,18.5892,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2033,18.3346,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2034,18.0627,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2035,17.7811,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2036,17.5595,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2037,17.2488,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2038,16.9263,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2039,16.5858,Primary Demand
Primary Demand,Technology,New Brunswick,Natural Gas,2040,12.4165,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2005,193.1318,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2006,203.9131,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2007,204.1122,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2008,195.3352,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2009,219.428,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2010,223.094,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2011,232.1698,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2012,212.9714,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2013,163.6189,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2014,153.4688,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2015,145.7951,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2016,153.6489,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2017,146.017,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2018,146.0022,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2019,136.5976,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2020,135.3097,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2021,133.8066,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2022,129.3116,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2023,126.9646,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2024,124.8173,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2025,122.3745,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2026,119.8903,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2027,118.2057,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2028,116.6928,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2029,114.7237,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2030,112.9115,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2031,109.8635,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2032,108.0066,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2033,106.16,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2034,104.294,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2035,102.4477,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2036,100.5954,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2037,98.7503,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2038,96.8626,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2039,95.0072,Primary Demand
Primary Demand,Technology,New Brunswick,RPP,2040,93.1637,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2005,26.4968,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2006,26.4962,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2007,26.5592,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2008,27.4443,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2009,20.9543,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2010,22.969,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2011,24.4707,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2012,19.3992,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2013,21.9181,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2014,24.6549,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2015,16.471,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2016,23.2209,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2017,24.7616,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2018,24.9472,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2019,10.91,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2020,10.7884,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2021,10.588,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2022,3.8936,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2023,1.7665,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2024,1.4587,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2025,1.0791,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2026,0.8181,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2027,0.8945,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2028,0.7905,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2029,0.7742,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2030,0.7569,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2031,0.7252,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2032,0.6988,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2033,0.6856,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2034,0.6727,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2035,0.6601,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2036,0.6478,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2037,0.6357,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2038,0.6239,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2039,0.6122,Primary Demand
Primary Demand,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2040,0.6008,Primary Demand
